ID,YEAR,TRANS,SITE,TREAT,PLOT,GROUP,YST,WATER,TREE,VEG,Agrocani,Andropoli,Betunana,Betupube,Calastri,Carecane,Carechor,Caredioi,Careechi,Carelasi,Carelimo,Carelivi,Caremage,Carepauc,Carerost,Cirspalu,Drosera,Dryocart,Empenigr,Erioangu,Eriovagi,Hammpalu,Ledupalu,Lycoannu,Melaprat,Menytrif,Piceabie,Pinusylv,Potepalu,Rubucham,Salix spp,Schepalu,Triccesp,Trieeuro,Utriinte,Vaccmyrt,Vaccoxyc2,Vacculig,Vaccviti,Violpalu,Spharecu,Sphabalti,Sphacapi,Sphacusp,Sphafusc,Sphamage,Sphamaju,Sphaobtu,Sphapapi,Sphapulc,Spharube,Spharuss,Sphasubf,Sphasubn,Sphasubs,Sphatene,Sphatere,Sphawarn,Sphasp,Aulapalu,Brachoedi,Bryumsp,Callstra,Cladonia spp,Dicranum spp,Hepatics 2,Limbinte,Limbrevo,Mylianom,Pleuschr,Pohlnuta,Polycomm,Polystri,Warnsdorfia sp,O_SEDGE,SEDGE,HERB,GRASS,D_SHRUB,E_SHRUB,Fs_MOSS,Br_MOSS,Ho_MOSS,La_MOSS,Hu_MOSS,D_SHRUB1,E_SHRUB1,TREE
ombd_12,2001,W1,omb,wldd,ombd_12,omb_hu,1,-14.30666667,0,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,8.5,,,64,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,0,1,2,0,0,0,0,0.025,0,8.5,64,0,0,0
ombd_13,2001,W1,omb,wldd,ombd_13,omb_hu,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,10.75,,,79.25,,,,,,7.75,,,,,,,,,,,,,,,,,,10.75,,,,,,0,0,0,0,0,0,0,10.75,0,10.75,87,0,0,0
ombd_14,2001,W1,omb,wldd,ombd_14,omb_ll,1,-14.30666667,0,33.1,,12,,,,,,,,,,,,0.1,,,,,9,,4,,,,,,,,,8,,,,,,,3.1,,,,,77.25,,,0.5,,,,,,1.5,,,,,,,,,,,,,,,3.75,,,,,,,,,4,0.1,8,0,0,24.1,0,3.75,0,77.25,2,0,24.1,0
ombd_15,2001,W1,omb,wldd,ombd_15,omb_ll,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,26.25,,1.275,,,,,,,,,,,,,,,,,,,,,,26.25,,,0.025,,,,,,0,0,0,0,0,0,0,26.275,1.275,26.25,0,0,0,0
ombd_16,2001,W2,omb,wldd,ombd_16,omb_hu,1,-14.30666667,0,20,,10,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,2,1,,,,32.25,,,47.5,,,,,,1.525,,,,,,,,,,,,,,,,,,1.275,,,,,,9,0,0,0,1,12,0,1.275,0,32.25,49.025,1,12,0
ombd_17,2001,W2,omb,wldd,ombd_17,omb_ll,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,26,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,0.25,,,,,,0,0,0,0,0,0,0,0.25,0,26,1.25,0,0,0
ombd_18,2001,W2,omb,wldd,ombd_18,omb_ho,1,-14.30666667,0,14.1,,9,,,,,,,,,,,,,,,,,0.1,,4,,,,,,,,,,,,,,,,,1,,,,26.25,,,,0.25,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,4,0,0,0,1,9.1,0,0.025,0,26.5,0,1,9.1,0
ombd_19,2001,W2,omb,wldd,ombd_19,omb_hl,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,25.5,,,38,5,,,,,30.75,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,30.5,68.75,0,0,0
ombd_20,2001,W2,omb,wldd,ombd_20,omb_hl,1,-14.30666667,0,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,11.5,,,40.25,4,,,,,40.5,,,,,,,,,,,,,,,,,,0.025,,,,,,0,0,1,0,0,3,0,0.025,0,15.5,80.75,0,3,0
ombd_21,2001,X1,omb,wldd,ombd_21,omb_hu,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,73.75,,,21.25,2,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,0,0,0,0,0,0,0,0.025,0,75.75,21.25,0,0,0
ombd_22,2001,X1,omb,wldd,ombd_22,omb_hu,1,-14.30666667,0,28.1,,10,,,,,,,,,,,,2,,,0.1,,1,,0.1,,,,,,,,,5,,,,,,,1.1,10,,,,16.25,,,82.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,5.1,0,10,12.1,0,0,0,16.25,82.75,10,12.1,0
ombd_23,2001,X1,omb,wldd,ombd_23,omb_hl,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,36,,,39.25,5.5,3.5,,,,16.75,,,,,,,,,,,,,,,,,,0.275,,,,,,0,0,0,0,0,0,0,0.275,3.5,41.5,56,0,0,0
ombd_24,2001,X1,omb,wldd,ombd_24,omb_hl,1,-14.30666667,0,24,,13,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,7,,,,,,,3.1,,,,,65.5,,,0.5,1.75,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,0,0,19.1,0,0,0,67.25,3,0,19.1,0
ombd_25,2001,X1,omb,wldd,ombd_25,omb_hu,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,71.75,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,71.75,3.5,0,0,0
ombd_26,2001,X2,omb,wldd,ombd_26,omb_hl,1,-14.30666667,0,7,,4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,51,,,34.25,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,7,0,0,0,68.25,34.25,0,7,0
ombd_27,2001,X2,omb,wldd,ombd_27,omb_hl,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,59.75,,,17,2.5,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,62.25,36.5,0,0,0
ombd_28,2001,X2,omb,wldd,ombd_28,omb_ll,1,-14.30666667,0,19,,10,,,,,,,,,,,,,,,,,2,,2,,,,,,,0.1,,5,,,,,,,2,,,,,7.25,,,81.75,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0,5,0,0,14.1,2,0,0,15.75,81.75,0,14,0.1
ombd_29,2001,X2,omb,wldd,ombd_29,omb_ho,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,10.5,,,86.5,0.75,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,3.25,,0,0,0,0,0,0,3.25,0,0,11.25,88.75,0,0,0
ombd_30,2001,X2,omb,wldd,ombd_30,omb_hl,1,-14.30666667,0,22.1,,12,,,,,,,,,,,,1,,,,,1,,0.1,,,,,,,,,5,,,,,,,1,3,,,,12.5,,,72.75,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,5,0,3,14,0,0,0,27.25,72.75,3,14,0
ombd_31,2001,Y1,omb,wldd,ombd_31,omb_hl,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,22.5,,,13,2,,,,,60,,,,,,,,,,,,,,,,,,0.025,,,,,,0,0,0,0,0,0,0,0.025,0,24.5,73,0,0,0
ombd_32,2001,Y1,omb,wldd,ombd_32,omb_hl,1,-14.30666667,0,32.1,,8,,,,,,,,,,,,0.1,,,,,4,,7,,,,,,,,,5,,,,,,,1.1,8,,,,10.75,,,80.5,0.25,,,,,5,,,,,,,,,,,,,,,0.025,,,,,,,,,7,0.1,5,0,8,13.1,0,0.025,0,11,85.5,8,13.1,0
ombd_33,2001,Y1,omb,wldd,ombd_33,omb_hl,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,50.75,,,4.5,6.5,,,,,27.5,,,,,,,,,,,,,,,0.35,,,0.025,,,,,,0,0,0,0,0,0,0,0.375,0,57.25,32,0,0,0
ombd_34,2001,Y1,omb,wldd,ombd_34,omb_hl,1,-14.30666667,0,13,,4,,,,,,,,,,,,,,,0.1,,1,,3,,,,,,,,,5,,,,,,,1,,,,,42.5,,,14.25,5.25,,,,,33,,,,,,,,,,,,,,,0.05,,,0.3,,,,,,3,0,5.1,0,0,6,0,0.35,0,47.75,47.25,0,6,0
ombd_35,2001,Y1,omb,wldd,ombd_35,omb_hl,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,15.25,,,9.25,2.8,,,,,71.25,,,,,,,,,,,,,,,,,,0.2,,,,,,0,0,0,0,0,0,0,0.2,0,18.05,80.5,0,0,0
ombd_36,2001,Y2,omb,wldd,ombd_36,omb_hu,1,-14.30666667,0,12,,7,,,,,,,,,,,,,,,0.1,,,,5,,,,,,,,,,,,,,,,3,,,,,6.75,,,85.5,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,5,0,0.1,0,0,10,0,0.025,0,6.75,85.5,0,10,0
ombd_37,2001,Y2,omb,wldd,ombd_37,omb_hu,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,10.125,,,87,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0,0,0,0,0,0,0,0.05,0,10.125,87,0,0,0
ombd_38,2001,Y2,omb,wldd,ombd_38,omb_hu,1,-14.30666667,0,21.5,,3,,,,,,,,,,,,0.5,,,0.1,,10,,1,,,,,,,,,2,,,,,,,2,5,,,,46,,,50,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,2.1,0,5,15,0,0,0,46.025,50,5,15,0
ombd_39,2001,Y2,omb,wldd,ombd_39,omb_hu,1,-14.30666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,2.25,,,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2.25,95.5,0,0,0
ombd_40,2001,Y2,omb,wldd,ombd_40,omb_ho,1,-14.30666667,0,15.5,,7,,,,,,,,,,,,0.5,,,,,2,,1,,,,,,,,,5,,,,,,,0.1,,,,,88.75,,3.75,,,,,,,,,,,,,,,,,,,,,,0.575,,,,,,,,,1,0.5,5,0,0,9.1,0,0.575,3.75,88.75,0,0,9.1,0
mesc_01,2002,I1,mes,ctr,mesc_1,min_hl,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,97,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,0,0,0,0,0,0,0,0.05,0,97,0,0,0,0
mesc_02,2002,I1,mes,ctr,mesc_2,min_hl,0,-1.180555556,0,28.1,,1,,,,,,,,0.1,,,,,,,,,15,,10,,,,,2,,,,,,,,,,,11,,,,86.25,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,10,0.1,2,0,0,27,0,0.075,0,86.25,0,0,27,0
mesc_03,2002,I1,mes,ctr,mesc_3,mes_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,0.15,,3,,,,,,0.1,,,,,,,,,,,,0,0,0,0,0,0,0,0.1,0.15,3,0,0,0,0
mesc_04,2002,I1,mes,ctr,mesc_4,mes_l,0,-1.180555556,0,36,,15,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,74.5,,,,,,,,,,,,,,,,0.125,,,0.4,,,0.05,,,,,,,,,,4.525,,0,20,1,0,0,20,4.925,0.05,0,74.625,0,0,20,0
mesc_05,2002,I1,mes,ctr,mesc_5,mes_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,0.025,,,,,,,,0.05,,,0.025,,,,,,,,,0,0,0,0,0,0,0,0.075,0.025,0,0,0,0,0
mesc_06,2002,I2,mes,ctr,mesc_6,oli_l,0,-1.180555556,0,37,,5,,,,,,,,10,,,,,1,,,,20,,,,,,,,,,1,,,,,,,,3,,,,63.25,,,,,30.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,1,0,0,28,0,0,0,94,0,0,28,0
mesc_07,2002,I2,mes,ctr,mesc_7,oli_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,25.5,,,,,67.5,,,,,,,,,,,,,,0.55,,,0.025,,,,,,,,,,,,0,0,0,0,0,0,0.55,0.025,0,93,0,0,0,0
mesc_08,2002,I2,mes,ctr,mesc_8,oli_l,0,-1.180555556,0,16.8,,7,5,,,,,2,,,0.3,,,2,,,,,,,2,,,,,3,,,,,,0.5,,,,,10,,,,80,,,,,5.5,,,,,,,,,,,,,,0.025,,,0.25,,,,,,,,,,,,2,4.3,3.5,0,5,17,0.025,0.25,0,85.5,0,5,17,0
mesc_09,2002,I2,mes,ctr,mesc_9,mes_ho,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,0,0
mesc_10,2002,I2,mes,ctr,mesc_10,oli_l,0,-1.180555556,0,21,,5,0.5,,,,,,,7,,,,,3,,,,,,,,,,,,,,,,,5,1,,,,3,,,,4.75,,,,,21.75,,,,,,,,,,,0.25,,,52.5,,,,,,,,,,0.5,,,,,1,10,5,0,0.5,8,53,0,0,26.75,0,0.5,8,0
mesc_11,2002,J1,mes,ctr,mesc_11,min_hl,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,98,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0,0,0,0,0,0,0,0.1,0,98,0,0,0,0
mesc_12,2002,J1,mes,ctr,mesc_12,mes_ho,0,-1.180555556,0,27,,2,0.5,,,,,,,15,,,,,7,,,,,3,,,,,,,,,,,,,,,,,3,,,,1.775,,,,,,,,,,,,,,,,1.625,,,,,,,,,,,,,,,,,,0,25,0,0,0.5,5,0,0,0,3.4,0,0.5,5,0
mesc_13,2002,J1,mes,ctr,mesc_13,min_hl,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,16.25,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,13,,,16.5,,0,0,0,0,0,0,29.525,0,0,16.25,0,0,0,0
mesc_14,2002,J1,mes,ctr,mesc_14,mes_l,0,-1.180555556,0,21.5,,8,,0.5,,,1,,,7,,,,,2,,,,,3,0.5,,,,,,,,,,,,,,5,,1,,,,1.375,,,,,,,,,,,,,,,,0.25,,,,,,0.55,,,1.025,,,,,,,,,0.5,13,5,0,0.5,9,0,1.575,0,1.625,0,0,9,0.5
mesc_15,2002,J1,mes,ctr,mesc_15,oli_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.125,,,,,,,,93.75,,,,,,,,,,,0.1,,,0.05,,,,,,,,,,,,0,0,0,0,0,0,0.1,0.05,0,100.875,0,0,0,0
mesc_16,2002,J2,mes,ctr,mesc_16,mes_l,0,-1.180555556,0,9.5,,0.5,,,,,0.5,,,7,,0.7,,,0.5,,,,,0.1,0.1,,,,,,,,,,,0.1,,,2,,1,,,,8.5,,,,,,,,,,,,,,,,21.25,,,0.1,,,,,,0.125,,,,,,,,,0.1,8.8,2.1,0,0,1.5,0.1,0.125,0,29.75,0,0,1.5,0
mesc_17,2002,J2,mes,ctr,mesc_17,oli_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,33.5,,,,,3,,,,,,,,,,,,,,0.325,,,0.1,,,0.025,,,,,,,,,0,0,0,0,0,0,0.325,0.125,0,36.5,0,0,0,0
mesc_18,2002,J2,mes,ctr,mesc_18,min_hl,0,-1.180555556,0,7.5,,1,2,,,,0.5,,,5,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1,,,,72.75,,,,,1,,,,,,,,,,,,,,0.325,,,0.1,,,,,,,1.025,,,,,0,6.5,0,0,2,2,1.35,0.1,0,73.75,0,2,2,0
mesc_19,2002,J2,mes,ctr,mesc_19,mes_ho,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesc_20,2002,J2,mes,ctr,mesc_20,mes_ho,0,-1.180555556,0,12.8,,1,0.1,,,,,,,10,,,,,0.2,,,,1,0.5,0.1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,0.1,10.7,0,0,0.1,4,0,2,0,0,0,0.1,4,0
mesc_21,2002,K,mes,ctr,mesc_21,mes_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11.875,,,,,,,,,,,,,,,,1.875,,,,,,0.3,,,,,,,,,,,,0,0,0,0,0,0,0,0.3,0,13.75,0,0,0,0
mesc_22,2002,K,mes,ctr,mesc_22,mes_l,0,-1.180555556,0,27.5,,0.5,,,,,,,,25,,,,,,,,,2,,,,,,,,,,,,,,,,2,,2,,,,10.25,,,,,,,,,,,,,,0.025,,2.75,,,,,,0.525,,,,,,,,,,,,0,25,2,0,0,4.5,0,0.525,0.025,13,0,0,4.5,0
mesc_23,2002,K,mes,ctr,mesc_23,mes_ho,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesc_24,2002,K,mes,ctr,mesc_24,mes_ho,0,-1.180555556,0,30.2,,10,,,,,,,,20,,,,,,,,,,0.1,,,,,,,,,,,,0.1,,,15,,1,,,,,,,,,,,,,,,,,,1.75,,0.275,,,,,,,,,0.075,,3.25,,,,,,,0,20.1,15.1,0,0,11,0,3.325,1.75,0.275,0,0,11,0
mesc_25,2002,K,mes,ctr,mesc_25,omb_hu,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,97.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,97.75,0,0,0
mesc_26,2002,L,mes,ctr,mesc_26,mes_l,0,-1.180555556,0,22,,2,,,,,,,,14,,,,,1,,,,,,,,,,,,,,5,,,,,,5,,3,,,,17.5,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,0,15,10,0,0,5,0,0.3,0,17.5,0,0,5,0
mesc_27,2002,L,mes,ctr,mesc_27,min_hl,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,89.5,,,,,,,,,,,,,,,,,,,0.125,,,0.225,,,,,,,,,,,,0,0,0,0,0,0,0.125,0.225,0,89.5,0,0,0,0
mesc_28,2002,L,mes,ctr,mesc_28,mes_ho,0,-1.180555556,0,53,,3,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,0,50,0,0,0,8,0,0.125,0,0,0,0,8,0
mesc_29,2002,L,mes,ctr,mesc_29,mes_ho,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.125,,,,,,,,,,,,,,2.25,,,,,,,,,,,1.25,,,,,,,,,0,0,0,0,0,0,0,1.25,2.25,0.125,0,0,0,0
mesc_30,2002,L,mes,ctr,mesc_30,min_hl,0,-1.180555556,0,35,,2,,,,,,,,30,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,15.5,,,,,,,,,,,,,,,,,,,3.5,,,0.25,,,,,,,1.375,,,,,0,33,0,0,0,3,4.875,0.25,0,15.5,0,0,3,0
mesc_31,2002,M1,mes,ctr,mesc_31,oli_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.65,,,,,6.25,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,0,0,0,0,0,0,0.9,0,0,90.9,0,0,0,0
mesc_32,2002,M1,mes,ctr,mesc_32,omb_hu,0,-1.180555556,0,17,,3,0.5,,,,,,,7,,,,,,,,,5,,2,,,,,,,,,,,,,,,,15,,,,0.25,,,,64,14,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,28.75,,2,7,0,0,0.5,23,28.75,0.5,0,14.25,64,0.5,23,0
mesc_33,2002,M1,mes,ctr,mesc_33,omb_hu,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,59,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,0,0,0,0,0,0,25,0,0,15.5,59,0,0,0
mesc_34,2002,M1,mes,ctr,mesc_34,min_hl,0,-1.180555556,0,10,,2,0.5,,,,,,,5,,,,2,,,,,0.5,0.5,,,,,,,,,,,,,,,,,5,,,,10.5,,,,,,,,,,,,,,,,,,,2.25,,,0.775,,,0.025,,,,,,,0.3,,0,7.5,0,0,0.5,7.5,2.55,0.8,0,10.5,0,0.5,7.5,0
mesc_35,2002,M1,mes,ctr,mesc_35,mes_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,,,,,,,0.625,,,,,,,0.15,,1,,,0.25,,,0.875,,,1,,,,,,,,,0,0,0,0,0,0,0.25,1.875,0.775,6,0,0,0,0
mesc_36,2002,M2,mes,ctr,mesc_36,mes_ho,0,-1.180555556,0,10,,2,1,,,,1,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,0,8,0,0,1,12,0,0,0,0.025,0,1,12,0
mesc_37,2002,M2,mes,ctr,mesc_37,mes_l,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.25,,,,,,,,,,,,,,,,48.75,,,,,,1.5,,,,,,,,,,,,0,0,0,0,0,0,0,1.5,0,49,0,0,0,0
mesc_38,2002,M2,mes,ctr,mesc_38,mes_ho,0,-1.180555556,0,5.7,,,,,,,0.1,,,5,0.1,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,30,,,,,,,0,5.7,0,0,0,1,0,30.05,0,0,0,0,1,0
mesc_39,2002,M2,mes,ctr,mesc_39,min_hl,0,-1.180555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,43.25,,,,1.75,,,,,,,,,,,,,,,1,,,,,,,,,,41.25,,,1,,0,0,0,0,0,0,43.25,0,0,43.25,1.75,0,0,0
mesc_40,2002,M2,mes,ctr,mesc_40,min_hl,0,-1.180555556,0,15.6,,0.5,,,,,,,,15,,,,,,,,,,,,,,,,,,,0.1,,,,,,1,,0.5,,,,13.5,,,,82.5,1.25,,,,,,,,,,,,,,1.25,,,,,,,,,0.05,,,,0.025,,0,15,1.1,0,0,1,1.275,0.05,0,14.75,82.5,0,1,0
mesf_01,2002,R1,mes,fst,mesf_1,,41,-8.916666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.5,,1,,,3.75,,,,,,3.25,,,,,,,,0.4,,,,,0.25,,,,,,,27.75,,,0,0,0,0,0,0,28.4,0,0,15.5,1,0,0,0
mesf_02,2002,R1,mes,fst,mesf_2,,41,-8.916666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,3,,,,0.75,,,,,,,,,,,,,,,,,,,0.025,,,,,0.025,,,,,36.75,,,20.25,,0,0,0,0,0,3.1,57.05,0,0,0.75,0,0,3,0.1
mesf_03,2002,R1,mes,fst,mesf_3,,41,-8.916666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.875,,,,,,,,,,,5.25,,,,,,,,2.525,,,,,,,,,,,,4.75,,,0,0,0,0,0,0,7.275,0,0,9.125,0,0,0,0
